episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
460,1.0,0.3221125025750723,2.6909833430911774,-84.11892205620373,15.0,2.5,7,0.0,False,True,0.6070850592471825,1,23.11822180235112,2528.147,prepare,0.0
460,2.0,0.3224560191960683,2.6912772502725,-83.99849298097261,15.0,1.5,6,32.54879252437941,False,True,0.6059758504875882,1,23.11822180235112,2528.216,in_progress,0.0
460,3.0,0.3205167632754959,2.683205600387035,-84.73275090172201,30.0,2.5,9,27.577456389630058,False,True,0.6398236916889017,1,23.11822180235112,2528.276,in_progress,0.0
460,4.0,0.31786748650645497,2.6588848810773014,-85.93645892481132,30.0,1.5,8,20.797923754338168,False,True,0.7419169501735267,1,23.11822180235112,2528.343,in_progress,0.0
460,5.0,0.3180800462219422,2.618432577179262,-86.60805583556493,15.0,2.5,7,24.555561364286454,False,True,0.9152780682143228,1,23.11822180235112,2528.403,in_progress,0.0
460,6.0,0.3181804960467214,2.5742155371220448,-87.25683005549753,15.0,1.5,6,20.66154608664726,False,True,1.1046927651988356,2,23.11822180235112,2528.476,in_progress,0.0
460,7.0,0.3212709957126114,2.506361216375718,-87.28303950739065,-30.0,2.5,1,26.133999780886615,False,True,1.391879984662063,2,23.11822180235112,2528.551,in_progress,0.0
460,8.0,0.3246155633470628,2.4218474497759575,-87.4155715140836,15.0,1.5,6,24.172720519222942,False,True,1.7538176415378353,3,23.11822180235112,2528.691,in_progress,0.0
460,9.0,0.3052208877840845,2.2189225247737916,-92.93535546472202,30.0,1.5,8,30.955821481445792,False,True,2.583523933330121,4,23.11822180235112,2528.739,in_progress,0.0
460,10.0,0.28985051456373156,2.1155807428265208,-94.97887098543822,30.0,1.5,8,32.07075250071239,False,True,2.982075250071239,5,23.11822180235112,2528.808,in_progress,0.0
460,11.0,0.28197666119318804,2.009304163302593,-94.67818498005386,15.0,2.5,7,36.941842784814185,False,True,3.3761027063295606,5,23.11822180235112,2528.882,in_progress,0.0
460,12.0,0.2791756779672657,1.8921140714760325,-93.27755056287194,30.0,1.5,8,34.369134854458125,False,True,3.854296182534975,6,23.11822180235112,2528.941,in_progress,0.0
460,13.0,0.2825352889616037,1.7666836684525373,-91.1255206560403,0.0,1.5,4,35.245653729118985,False,True,4.289434984785468,7,23.11822180235112,2528.993,in_progress,0.0
460,14.0,0.2983317508266791,1.6477605289129598,-87.35331146202606,15.0,1.5,6,35.67714737110396,False,True,4.6798006319545555,7,23.11822180235112,2529.065,in_progress,0.0
460,15.0,0.3201287381030277,1.532308891019465,-83.9196416815835,15.0,1.5,6,36.693651634398364,False,True,5.166547745159755,8,23.11822180235112,2529.144,in_progress,0.0
460,16.0,0.3445249998118475,1.4479497484849668,-80.55270974715376,30.0,1.5,8,35.96189397228277,False,True,5.393903035565244,8,23.11822180235112,2529.196,in_progress,0.0
460,17.0,0.3781264884603841,1.354693678043203,-76.69374733798017,15.0,2.5,7,40.435621085075276,False,True,5.811555584462797,9,23.11822180235112,2529.274,in_progress,0.0
460,18.0,0.4337417562840213,1.2321200240704968,-71.426383345564,30.0,1.5,8,36.53117427061686,False,True,6.170611368711035,9,23.11822180235112,2529.347,in_progress,0.0
460,19.0,0.4838542100238361,1.143125373906708,-67.36047850081957,15.0,1.5,6,36.64389476848486,False,True,6.534840006012123,10,23.11822180235112,2529.403,in_progress,0.0
460,20.0,0.5554976717438594,1.0378427784947,-62.151584472514,15.0,2.5,7,40.33438562276542,False,True,6.816877124553083,10,23.11822180235112,2529.474,in_progress,0.0
460,21.0,0.6295601196642798,0.9492035562724339,-56.998408496198905,15.0,1.5,6,0.01,False,False,7.187599932694262,11,23.11822180235112,2529.537,in_progress,0.0
460,22.0,0.7184497034446166,0.8621470208236963,-51.12325375059659,30.0,2.5,9,0.01,False,False,7.433746608863011,11,23.11822180235112,2529.613,in_progress,0.0
460,23.0,0.8306748145333458,0.7742055168672365,-44.646383323842926,-30.0,2.5,1,0.01,False,False,7.840224747851751,12,23.11822180235112,2529.664,in_progress,0.0
460,24.0,0.920353709548186,0.716178083028926,-40.0265869528825,30.0,1.5,8,0.01,False,False,8.038018765588191,12,23.11822180235112,2529.738,in_progress,0.0
460,25.0,1.0362108952293527,0.6539312715063816,-34.376302590846436,0.0,2.5,5,0.01,False,False,8.492890776607327,13,23.11822180235112,2529.807,in_progress,0.0
460,26.0,1.1658959269491078,0.5994387460555064,-28.59930038180415,0.0,1.5,4,0.01,False,False,8.722747582357588,13,23.11822180235112,2529.87,in_progress,0.0
460,27.0,1.285037622892469,0.5636204497001793,-22.853832709687,-30.0,1.5,0,0.01,False,False,9.14572947781946,14,23.11822180235112,2529.93,in_progress,0.0
460,28.0,1.3962261818812232,0.540628699274568,-17.502306290783167,-30.0,1.5,0,0.01,False,False,9.365900697060427,14,23.11822180235112,2530.02,in_progress,0.0
460,29.0,1.5388454683476716,0.5111405292192348,-14.013220974124083,-15.0,1.5,2,0.01,True,False,9.799180164090362,15,23.11822180235112,2530.069,off_track,0.0
461,1.0,0.6600094317771958,1.5940918019100516,-62.652039395717736,30.0,1.5,8,0.0,False,True,0.6042026194361159,9,23.11822180235112,2530.481,prepare,0.0
461,2.0,0.660085319261442,1.5941782190537641,-62.627407702209446,0.0,2.5,5,36.45335042453054,False,True,0.6040670084906108,9,23.11822180235112,2530.542,in_progress,0.0
