episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
200,1.0,0.32238060480731745,2.6909857275150197,-84.04931183573922,-30.0,3.0,0,0.0,False,True,0.6071959010575201,1,23.11822180235112,605.441,prepare,0.0
200,2.0,0.3224798847561601,2.6912624707252193,-84.01853249937457,-15.0,6.0,3,173.84093855256515,False,True,0.6060502111418162,1,23.11822180235112,605.513,in_progress,0.0
200,3.0,0.3234762934263842,2.6853039615580623,-83.79479893686698,0.0,6.0,5,177.84192315658902,False,True,0.6321334535494405,1,23.11822180235112,605.588,in_progress,0.0
200,4.0,0.32736869175612315,2.6686181651847813,-83.13619501477551,-15.0,6.0,3,172.8152452796269,False,True,0.7060313380124424,1,23.11822180235112,605.651,in_progress,0.0
200,5.0,0.32779919031220944,2.636499059755977,-83.98973554737547,30.0,6.0,9,169.1022003934569,False,True,0.8438396194957405,1,23.11822180235112,605.707,in_progress,0.0
200,6.0,0.33008013654159274,2.5896387743287868,-84.58278487978404,-15.0,6.0,3,171.60975372545312,False,True,1.0459037808941793,2,23.11822180235112,605.773,in_progress,0.0
200,7.0,0.3333112213748055,2.5310690771969626,-85.15464741623391,30.0,6.0,9,168.77861376321846,False,True,1.2986914905829892,2,23.11822180235112,605.839,in_progress,0.0
200,8.0,0.3383760331635112,2.4682764691989543,-85.27160052246694,30.0,6.0,9,168.03650596506668,False,True,1.5674639119916942,2,23.11822180235112,605.912,in_progress,0.0
200,9.0,0.34971677309309085,2.3829225172416373,-84.39850131892575,15.0,6.0,7,172.44570018827258,False,True,1.9393722953027615,3,23.11822180235112,605.982,in_progress,0.0
200,10.0,0.36818090104074175,2.286266910694255,-82.53117399651991,30.0,3.0,8,137.7885935925702,False,True,2.360786795041982,4,23.11822180235112,606.037,in_progress,0.0
200,11.0,0.40138531272451666,2.175642464996896,-78.66123522811124,0.0,6.0,5,174.94149387207537,False,True,2.856277990961324,4,23.11822180235112,606.111,in_progress,0.0
200,12.0,0.4521224437552039,2.037422631856065,-74.11151930350954,30.0,3.0,8,138.71475680547087,False,True,3.4885964940012406,5,23.11822180235112,606.18,in_progress,0.0
200,13.0,0.507845408051479,1.9197709895693145,-69.56723254262243,30.0,6.0,9,169.13453317097208,False,True,4.048863568055552,6,23.11822180235112,606.248,in_progress,0.0
200,14.0,0.5827779406185574,1.791660857474005,-64.10837543333854,15.0,6.0,7,173.4307099182099,False,True,4.693545331662072,7,23.11822180235112,606.301,in_progress,0.0
200,15.0,0.7197035881450142,1.607383742504345,-55.318163605546445,15.0,3.0,6,142.9870215243946,False,True,5.696152611413026,9,23.11822180235112,606.369,in_progress,0.0
200,16.0,0.8000044613983358,1.5160901815691135,-51.0851782104315,30.0,3.0,8,139.0025003212944,False,True,6.2496937285412395,10,23.11822180235112,606.443,in_progress,0.0
200,17.0,0.9504640147710384,1.3678312564559227,-44.408105267306716,-30.0,6.0,1,156.90731630976077,False,True,7.247896000501944,11,23.11822180235112,606.515,in_progress,0.0
200,18.0,1.0646280668126549,1.2721206838847483,-39.70010611680682,15.0,3.0,6,133.56657414525418,False,True,7.897115899388362,12,23.11822180235112,606.584,in_progress,0.0
200,19.0,1.2427160160588158,1.1412834078842902,-31.715089729457908,15.0,6.0,7,161.78721427652698,False,True,8.757087248800847,13,23.11822180235112,606.639,in_progress,0.0
200,20.0,1.428794893821577,1.0253728475631767,-24.255828337723344,15.0,6.0,7,161.57832003606194,False,True,9.524039715330407,15,23.11822180235112,606.704,in_progress,0.0
200,21.0,1.6203905593491932,0.9281401101427078,-16.535347169889597,0.0,3.0,4,130.03974570874257,False,True,10.264513040065422,16,23.11822180235112,606.781,in_progress,0.0
200,22.0,1.8250518234306883,0.8365413115410439,-9.426965910053136,-15.0,6.0,3,159.57228877427536,False,True,11.024072356776811,17,23.11822180235112,606.848,in_progress,0.0
200,23.0,2.0560703550672055,0.7491017827139095,-3.502357583636331,30.0,3.0,8,0.001,False,False,11.89540823326491,18,23.11822180235112,606.91,in_progress,0.0
200,24.0,2.2748732327851906,0.6836434293281005,2.6032463511973583,-15.0,3.0,2,0.001,False,False,12.791691830707599,20,23.11822180235112,606.983,in_progress,0.0
200,25.0,2.458948502665124,0.6342265232836911,6.299335710008256,30.0,3.0,8,0.001,True,False,13.56566470799367,21,23.11822180235112,607.048,off_track,0.0
201,1.0,0.6604231795543181,1.5941344396978232,-62.578664132097146,30.0,6.0,9,0.0,False,True,0.6050196922659644,9,23.11822180235112,607.318,prepare,0.0
201,2.0,0.6602368322094716,1.5942842561923092,-62.60693091058258,15.0,3.0,6,141.95613668290207,False,True,0.6040377875680805,9,23.11822180235112,607.37,in_progress,0.0
201,3.0,0.6644664229054531,1.5881627949303636,-62.36406560980954,15.0,3.0,6,142.02359926645016,False,True,0.6362075566132476,9,23.11822180235112,607.444,in_progress,0.0
201,4.0,0.6774621976035498,1.5725600982900554,-61.26925936935764,0.0,6.0,5,174.54939915063883,False,True,0.7234072170893842,9,23.11822180235112,607.502,in_progress,0.0
201,5.0,0.6996037450722226,1.546210853378981,-59.59257231887601,15.0,3.0,6,142.79345851393168,False,True,0.8711242563079771,9,23.11822180235112,607.578,in_progress,0.0
201,6.0,0.7385835022849867,1.5038367518960727,-56.70497736974729,15.0,3.0,6,141.6081116659289,False,True,1.1193209898695058,9,23.11822180235112,607.654,in_progress,0.0
