Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
59,2.0,0.0,0.0,576.0,19.0,43.0,1718.0,0.1,481.49893672117673,0.0,0.0,350.5188241004944,,,,,,,,,,,,,,,,,,,,,252.25962408447887,147.69795450086477,471.59449027159707,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2.0,0.0,0.0,596.0,20.0,20.0,1738.0,0.1,229.69695771226395,0.0,0.0,352.5850176811218,,,,,,,,,,,,,,,,,,,,,112.69941829250706,77.48106890349953,227.8985385249252,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3.0,0.0,0.0,62.0,1.0,62.0,1800.0,0.1,720.867159837871,0.0,0.0,453.86618304252625,,,,,,,,,,,,,,,,,,,,,390.3546128891113,211.68316799962568,698.0605969720935,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3.0,0.0,0.0,89.0,2.0,27.0,1827.0,0.1,331.3080749966693,0.0,0.0,456.4638078212738,,,,,,,,,,,,,,,,,,,,,173.85076400507475,110.41341995459389,327.2683137276739,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3.0,0.0,0.0,129.0,3.0,40.0,1867.0,0.1,470.1850931084057,0.0,0.0,460.3393840789795,,,,,,,,,,,,,,,,,,,,,243.20814313795995,150.24784470786645,461.3790641320873,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3.0,0.0,0.0,173.0,4.0,44.0,1911.0,0.1,493.0952049166531,0.0,0.0,464.59329891204834,,,,,,,,,,,,,,,,,,,,,256.1307743202894,163.01798428184276,482.79054915431993,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3.0,0.0,0.0,207.0,5.0,34.0,1945.0,0.1,331.447126653687,0.0,0.0,467.98360204696655,,,,,,,,,,,,,,,,,,,,,162.6017312236386,105.69406609526087,326.571484188977,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3.0,0.0,0.0,224.0,6.0,17.0,1962.0,0.1,145.96748561682733,0.0,0.0,469.81595373153687,,,,,,,,,,,,,,,,,,,,,69.24330141072177,49.85036221307774,145.08036514276552,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3.0,0.0,0.0,261.0,7.0,37.0,1999.0,0.1,426.86316823699946,0.0,0.0,473.4125154018402,,,,,,,,,,,,,,,,,,,,,204.23901595459427,146.00592885263404,420.14619689427127,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3.0,0.0,0.0,295.0,8.0,34.0,2033.0,0.1,351.7098997167052,0.0,0.0,476.75435853004456,,,,,,,,,,,,,,,,,,,,,171.14108637102936,113.73257194370058,346.58392404425473,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,0.0,326.0,9.0,31.0,2064.0,0.1,319.0248999277006,0.0,0.0,479.72051191329956,,,,,,,,,,,,,,,,,,,,,158.1932115500281,104.68633238031622,314.75009581117644,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,0.0,346.0,10.0,20.0,2084.0,0.1,145.43038378777695,0.0,0.0,481.7733361721039,,,,,,,,,,,,,,,,,,,,,66.15108307087434,50.787762660092724,144.3960097498494,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,378.0,11.0,32.0,2116.0,0.1,294.20737702322356,0.0,0.0,484.92195773124695,,,,,,,,,,,,,,,,,,,,,128.07836246956995,101.22486723807086,290.68995865154193,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,416.0,12.0,38.0,2154.0,0.1,326.33006419126417,0.0,0.0,488.72131514549255,,,,,,,,,,,,,,,,,,,,,168.05654912224622,90.5415119523067,320.5847642683914,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,470.0,13.0,54.0,2208.0,0.1,646.4221019425659,0.0,0.0,493.8364896774292,,,,,,,,,,,,,,,,,,,,,315.0028134939409,206.51665641565472,630.6726646705698,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,510.0,14.0,40.0,2248.0,0.1,396.1332345913112,0.0,0.0,497.81109285354614,,,,,,,,,,,,,,,,,,,,,196.2835100748436,129.53668510041,389.05962437744796,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,524.0,15.0,14.0,2262.0,0.1,75.1814133343134,0.0,0.0,499.4463357925415,,,,,,,,,,,,,,,,,,,,,34.76765742170862,26.632110019215702,74.84427984582126,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,552.0,16.0,28.0,2290.0,0.1,218.95284205551545,0.0,0.0,502.3518979549408,,,,,,,,,,,,,,,,,,,,,107.55998755470685,69.44636031958123,216.3736934171245,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,604.0,17.0,52.0,2342.0,0.1,618.4375364977604,0.0,0.0,507.28276443481445,,,,,,,,,,,,,,,,,,,,,315.9785862006125,190.5769323875517,603.2124717463497,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,629.0,18.0,25.0,2367.0,0.1,207.1765701450978,0.0,0.0,509.7870616912842,,,,,,,,,,,,,,,,,,,,,95.9017829206683,71.36900610566887,205.18919878044326,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,648.0,19.0,19.0,2386.0,0.1,166.59543557066044,0.0,0.0,511.7286968231201,,,,,,,,,,,,,,,,,,,,,74.70592979487171,58.03843555620237,165.50687113996676,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,689.0,20.0,41.0,2427.0,0.1,438.026945827999,0.0,0.0,515.8497190475464,,,,,,,,,,,,,,,,,,,,,228.45878685434985,140.5059850591783,429.5187435352978,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,60.0,1.0,60.0,2487.0,0.1,853.3735978919034,0.0,0.0,628.1703586578369,,,,,,,,,,,,,,,,,,,,,454.0980660644426,254.03019120510052,827.7824510476813,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,95.0,2.0,35.0,2522.0,0.1,369.83454907384856,0.0,0.0,631.62877202034,,,,,,,,,,,,,,,,,,,,,176.42520431913337,125.86598574868265,364.3880786919842,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,143.0,3.0,48.0,2570.0,0.1,557.4129461307448,0.0,0.0,636.386322259903,,,,,,,,,,,,,,,,,,,,,272.0834592248445,181.68753363471959,545.4432812070854,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,242.0,4.0,99.0,2669.0,0.1,1366.2195267098034,0.0,0.0,645.7764465808868,,,,,,,,,,,,,,,,,,,,,682.9524095775874,406.8130343473378,1301.20835366059,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,324.0,5.0,82.0,2751.0,0.1,1113.6660968583924,0.0,0.0,653.3136765956879,,,,,,,,,,,,,,,,,,,,,584.8962607809616,329.97678792709087,1067.839214063266,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,363.0,6.0,39.0,2790.0,0.1,322.38579134652355,0.0,0.0,657.0816676616669,,,,,,,,,,,,,,,,,,,,,149.81078036500497,107.96865886256758,317.1772081513828,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,414.0,7.0,51.0,2841.0,0.1,633.2992176783466,0.0,0.0,662.249785900116,,,,,,,,,,,,,,,,,,,,,314.5784439319823,199.24711342783826,618.4920827111555,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,459.0,8.0,45.0,2886.0,0.1,439.73487432467476,0.0,0.0,666.6205475330353,,,,,,,,,,,,,,,,,,,,,227.45749571749107,138.26462290429998,430.3595758094309,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,530.0,9.0,71.0,2957.0,0.1,1017.4655880480876,0.0,0.0,673.3290238380432,,,,,,,,,,,,,,,,,,,,,527.3768224071279,315.63255290775396,981.9848213149907,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,641.0,10.0,111.0,3068.0,0.1,1735.0745243658505,0.0,0.0,683.8558397293091,,,,,,,,,,,,,,,,,,,,,869.5835476709618,502.74049334986813,1641.8327742901804,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,662.0,11.0,21.0,3089.0,0.1,195.77219106570024,0.0,0.0,686.031322479248,,,,,,,,,,,,,,,,,,,,,88.5301450428212,67.44057510931687,194.30146665163764,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,700.0,12.0,38.0,3127.0,0.1,357.7830464135033,0.0,0.0,689.8666081428528,,,,,,,,,,,,,,,,,,,,,167.55335678177227,118.42948756131909,352.11990654898744,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,725.0,13.0,25.0,3152.0,0.1,241.82707364727412,0.0,0.0,692.3068127632141,,,,,,,,,,,,,,,,,,,,,119.01846334323066,82.41710089836047,239.33003279925913,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,812.0,14.0,87.0,3239.0,0.1,1043.5084609198723,0.0,0.0,700.3838515281677,,,,,,,,,,,,,,,,,,,,,530.8965205454246,311.0646048340261,999.3181005153505,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,870.0,15.0,58.0,3297.0,0.1,566.3680030724083,0.0,0.0,705.8401703834534,,,,,,,,,,,,,,,,,,,,,294.0100443096196,177.70938200000117,550.4157014897287,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,918.0,16.0,48.0,3345.0,0.1,489.14644714476884,0.0,0.0,710.4944429397583,,,,,,,,,,,,,,,,,,,,,224.4815640372946,163.11137049316932,479.3295117649968,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,961.0,17.0,43.0,3388.0,0.1,506.04300703033056,0.0,0.0,714.666962146759,,,,,,,,,,,,,,,,,,,,,255.4924289330341,154.30732206050854,496.0484334045859,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,1002.0,18.0,41.0,3429.0,0.1,426.75429176906175,0.0,0.0,718.7557535171509,,,,,,,,,,,,,,,,,,,,,203.6662733148189,139.2007321983961,419.2420393999145,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,1067.0,19.0,65.0,3494.0,0.1,757.6335166485684,0.0,0.0,725.0532641410828,,,,,,,,,,,,,,,,,,,,,391.8989351132823,230.75768364713244,733.6266054505008,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,1123.0,20.0,56.0,3550.0,0.1,515.9635038256662,0.0,0.0,730.485511302948,,,,,,,,,,,,,,,,,,,,,235.33898158146707,173.29942284625852,503.79160026603597,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,56.0,1.0,56.0,3606.0,0.1,692.2517056906266,0.0,0.0,918.9146523475647,,,,,,,,,,,,,,,,,,,,,363.3241041107145,215.64069646987693,673.2513853798007,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,89.0,2.0,33.0,3639.0,0.1,344.5001379173733,0.0,0.0,922.2398669719696,,,,,,,,,,,,,,,,,,,,,164.29143781684647,114.40970217868286,339.7576961039293,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,141.0,3.0,52.0,3691.0,0.1,518.8645845175681,0.0,0.0,927.2867217063904,,,,,,,,,,,,,,,,,,,,,243.4927292234467,165.64359504779011,507.21688915937875,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,180.0,4.0,39.0,3730.0,0.1,394.70946198070084,0.0,0.0,931.1269023418427,,,,,,,,,,,,,,,,,,,,,178.57983354098442,136.17447393935947,388.52150295701347,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,226.0,5.0,46.0,3776.0,0.1,497.3693762875157,0.0,0.0,935.9915144443512,,,,,,,,,,,,,,,,,,,,,235.80016011822502,168.06216833834154,487.4970755761544,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,287.0,6.0,61.0,3837.0,0.1,716.5861140198008,0.0,0.0,941.8210816383362,,,,,,,,,,,,,,,,,,,,,376.49377359752236,220.3511945004753,695.0093174559462,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,349.0,7.0,62.0,3899.0,0.1,780.1872637027619,0.0,0.0,947.6706302165985,,,,,,,,,,,,,,,,,,,,,371.8317362410734,250.78524140931202,758.6502378813404,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,389.0,8.0,40.0,3939.0,0.1,536.6983775573481,0.0,0.0,951.5523817539215,,,,,,,,,,,,,,,,,,,,,270.3898373948806,178.10216787325302,526.9361293841919,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,463.0,9.0,74.0,4013.0,0.1,949.1546493833848,0.0,0.0,958.3897347450256,,,,,,,,,,,,,,,,,,,,,487.99077903605024,303.1103906615961,914.8721611849257,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,490.0,10.0,27.0,4040.0,0.1,261.59137173465984,0.0,0.0,961.1449594497681,,,,,,,,,,,,,,,,,,,,,123.62647391143486,87.83467152609836,258.7707396476067,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,545.0,11.0,55.0,4095.0,0.1,664.9210058401103,0.0,0.0,966.330572605133,,,,,,,,,,,,,,,,,,,,,329.14099369979215,206.85335802768216,648.1138307342593,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,585.0,12.0,40.0,4135.0,0.1,406.3709109979696,0.0,0.0,970.3084645271301,,,,,,,,,,,,,,,,,,,,,202.73862261140758,127.13049720765416,399.0590852048377,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,639.0,13.0,54.0,4189.0,0.1,664.5385650017465,0.0,0.0,975.4687647819519,,,,,,,,,,,,,,,,,,,,,323.4730246682923,207.09028224165596,648.3671075175863,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,680.0,14.0,41.0,4230.0,0.1,405.4139806010258,0.0,0.0,979.4467077255249,,,,,,,,,,,,,,,,,,,,,195.86570290837636,127.29035066887631,398.17944749732953,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,697.0,15.0,17.0,4247.0,0.1,95.00138210794894,0.0,0.0,981.3021931648254,,,,,,,,,,,,,,,,,,,,,36.54968296814491,33.69048313672379,94.56908109059054,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,743.0,16.0,46.0,4293.0,0.1,649.3841022902164,0.0,0.0,985.6760349273682,,,,,,,,,,,,,,,,,,,,,319.0739732945569,212.88687640391663,635.9780195798071,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,812.0,17.0,69.0,4362.0,0.1,1020.115363232591,0.0,0.0,992.1165490150452,,,,,,,,,,,,,,,,,,,,,519.0276964242125,319.6864450616925,986.2740139331725,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,861.0,18.0,49.0,4411.0,0.1,581.5231377745401,0.0,0.0,997.113137960434,,,,,,,,,,,,,,,,,,,,,280.8522447454301,188.27956851476026,568.8986060955991,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,943.0,19.0,82.0,4493.0,0.1,900.6388347024812,0.0,0.0,1004.7913417816162,,,,,,,,,,,,,,,,,,,,,440.5613580035873,276.59348482683146,866.2444259536685,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,965.0,20.0,22.0,4515.0,0.1,164.42849490556577,0.0,0.0,1007.0104219913483,,,,,,,,,,,,,,,,,,,,,73.79940314744307,57.803132457068905,163.1310069191535,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,49.0,1.0,49.0,4564.0,0.1,734.9573030299839,0.0,0.0,1227.7370338439941,,,,,,,,,,,,,,,,,,,,,391.98217192432156,231.20828161217554,717.1838270760171,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,139.0,2.0,90.0,4654.0,0.1,1205.6359043511723,0.0,0.0,1236.31684923172,,,,,,,,,,,,,,,,,,,,,586.4079975925091,362.78233679888206,1155.1683661317434,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,321.0,3.0,182.0,4836.0,0.1,2492.2828410074007,0.0,0.0,1253.354912519455,,,,,,,,,,,,,,,,,,,,,1140.2237671223736,704.382505578392,2289.33850305874,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,411.0,4.0,90.0,4926.0,0.1,1018.8935432712591,0.0,0.0,1261.7193520069122,,,,,,,,,,,,,,,,,,,,,517.7172545300114,294.108731114843,974.2465091353199,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,468.0,5.0,57.0,4983.0,0.1,733.6252316657634,0.0,0.0,1267.1986820697784,,,,,,,,,,,,,,,,,,,,,394.6121820478504,228.08273991755354,712.5567382087152,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,534.0,6.0,66.0,5049.0,0.1,661.2959150935693,0.0,0.0,1273.4920206069946,,,,,,,,,,,,,,,,,,,,,319.66062367702085,216.5966048947804,641.4806337176875,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,586.0,7.0,52.0,5101.0,0.1,503.1114818928619,0.0,0.0,1278.5614459514618,,,,,,,,,,,,,,,,,,,,,232.78656625222692,162.50314550032078,491.9900685948674,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,798.0,8.0,212.0,5313.0,0.1,3209.416747699897,0.0,0.0,1298.1634809970856,,,,,,,,,,,,,,,,,,,,,1430.1153958446228,912.5667276887549,2912.053478684723,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,979.0,9.0,181.0,5494.0,0.1,2827.2232348494977,0.0,0.0,1315.0117576122284,,,,,,,,,,,,,,,,,,,,,1427.8452916593521,785.5587303200172,2573.928520170978,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,1038.0,10.0,59.0,5553.0,0.1,783.9609007748439,0.0,0.0,1320.8728365898132,,,,,,,,,,,,,,,,,,,,,408.75237824655954,237.53887821630707,761.3664820559266,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,1064.0,11.0,26.0,5579.0,0.1,219.48371798637316,0.0,0.0,1323.54629778862,,,,,,,,,,,,,,,,,,,,,111.19644395224906,70.7372909486796,217.02644630978796,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,1136.0,12.0,72.0,5651.0,0.1,1036.101397282153,0.0,0.0,1330.3351001739502,,,,,,,,,,,,,,,,,,,,,510.59455372485434,316.26124891682707,1001.3402686109165,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,1214.0,13.0,78.0,5729.0,0.1,966.0971826672254,0.0,0.0,1337.8046514987946,,,,,,,,,,,,,,,,,,,,,506.42123816970513,284.4750255631742,928.4523022421711,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,1239.0,14.0,25.0,5754.0,0.1,237.94794302797152,0.0,0.0,1340.5136065483093,,,,,,,,,,,,,,,,,,,,,117.5635072324888,79.196242709999,235.47957902563164,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,1254.0,15.0,15.0,5769.0,0.1,66.83244265963549,0.0,0.0,1342.1861565113068,,,,,,,,,,,,,,,,,,,,,28.811042465970143,24.56581888961081,66.5332770434558,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,1343.0,16.0,89.0,5858.0,0.1,1306.000980337706,0.0,0.0,1350.517832994461,,,,,,,,,,,,,,,,,,,,,627.6786597596188,413.56048412056543,1252.6416101978855,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,1375.0,17.0,32.0,5890.0,0.1,375.18730862787345,0.0,0.0,1353.6807396411896,,,,,,,,,,,,,,,,,,,,,192.50358642413988,118.59471376364642,369.7663568095633,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,1468.0,18.0,93.0,5983.0,0.1,1253.80101299095,0.0,0.0,1362.3188815116882,,,,,,,,,,,,,,,,,,,,,603.5206548927478,381.1254119030613,1200.072537087563,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,1555.0,19.0,87.0,6070.0,0.1,1203.3504802197592,0.0,0.0,1370.516386270523,,,,,,,,,,,,,,,,,,,,,596.7029799080437,356.93683837315257,1153.743654533171,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,1650.0,20.0,95.0,6165.0,0.1,1355.9792616439618,0.0,0.0,1379.2854890823364,,,,,,,,,,,,,,,,,,,,,713.6781401809573,398.81349472349314,1290.760067702109,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,62.0,1.0,62.0,6227.0,0.1,791.9921930284548,0.0,0.0,1687.5590255260468,,,,,,,,,,,,,,,,,,,,,410.7042599284539,242.4319528814715,768.0638886262551,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,94.0,2.0,32.0,6259.0,0.1,332.1101695703967,0.0,0.0,1690.716554403305,,,,,,,,,,,,,,,,,,,,,169.45341485584555,106.25749112253507,327.34201698696666,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,127.0,3.0,33.0,6292.0,0.1,251.73526672025278,0.0,0.0,1693.975105524063,,,,,,,,,,,,,,,,,,,,,99.0240121439455,88.81500149091863,248.96515566567828,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,391.0,4.0,264.0,6556.0,0.1,3042.654845787083,0.0,0.0,1718.7197885513306,,,,,,,,,,,,,,,,,,,,,1489.4904897200322,784.6167502830281,2654.7361741130458,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,470.0,5.0,79.0,6635.0,0.1,864.5968461537336,0.0,0.0,1726.1597964763641,,,,,,,,,,,,,,,,,,,,,429.01409575551196,263.98644257265494,832.3686374954013,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,589.0,6.0,119.0,6754.0,0.1,1385.0027497006351,0.0,0.0,1737.1627147197723,,,,,,,,,,,,,,,,,,,,,701.4160473927784,420.5971587612827,1304.141218356389,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,636.0,7.0,47.0,6801.0,0.1,563.2602508968163,0.0,0.0,1741.699800491333,,,,,,,,,,,,,,,,,,,,,279.1952947161586,180.65886475440402,551.2400008067699,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,713.0,8.0,77.0,6878.0,0.1,1106.544670951213,0.0,0.0,1749.008278131485,,,,,,,,,,,,,,,,,,,,,546.6753741799051,349.37889850382544,1066.5827660887721,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,738.0,9.0,25.0,6903.0,0.1,143.55700093706588,0.0,0.0,1751.5859463214874,,,,,,,,,,,,,,,,,,,,,53.460134010425534,51.04271595708555,142.5053658130657,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,796.0,10.0,58.0,6961.0,0.1,774.3610777561307,0.0,0.0,1757.279396533966,,,,,,,,,,,,,,,,,,,,,395.9076332571875,243.07872278842473,752.9034891019284,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
