episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
180,1.0,0.3224458781049314,2.690958611898806,-84.04075095968486,-15.0,1.5,2,0.0,False,True,0.6073420343080355,1,23.11822180235112,685.178,prepare,0.0
180,2.0,0.3227680240116172,2.690997083603057,-83.97527444226215,-30.0,1.5,0,33.416102085885356,False,True,0.6073220417177071,1,23.11822180235112,685.248,in_progress,0.0
180,3.0,0.3241445002095014,2.6839566324948043,-83.79543337470136,0.0,2.0,5,26.274380369115494,False,True,0.6382314110734648,1,23.11822180235112,685.321,in_progress,0.0
180,4.0,0.3249358593867403,2.660207335163114,-84.2607268552343,15.0,2.0,7,23.514137762230707,False,True,0.7405655104892283,1,23.11822180235112,685.39,in_progress,0.0
180,5.0,0.3285164950216169,2.622055796069414,-84.39220040774364,15.0,1.5,6,21.372569666379544,False,True,0.9061284833189772,1,23.11822180235112,685.453,in_progress,0.0
180,6.0,0.3360965818429708,2.5651333525701814,-84.01796417051135,0.0,2.0,5,24.241916602346727,False,True,1.1545149961408037,2,23.11822180235112,685.512,in_progress,0.0
180,7.0,0.34542142413915905,2.5067636186238023,-83.33309436148242,30.0,2.0,9,24.935664042252615,False,True,1.409496482957683,2,23.11822180235112,685.554,in_progress,0.0
180,8.0,0.3611440840472341,2.424233888520836,-81.99029759132534,0.0,2.0,5,27.161326117066576,False,True,1.7729060893653261,3,23.11822180235112,685.65,in_progress,0.0
180,9.0,0.38581417676812074,2.3253804894515793,-79.78215810108968,15.0,1.5,6,27.839297002576206,False,True,2.2130367302318583,3,23.11822180235112,685.719,in_progress,0.0
180,10.0,0.4131622401731164,2.2373196160006694,-77.37429808896214,30.0,2.0,9,30.907857345132324,False,True,2.6107857345132324,4,23.11822180235112,685.788,in_progress,0.0
180,11.0,0.4610076971290507,2.121127917294314,-73.03996804461009,30.0,2.0,9,33.44455440541162,False,True,3.150900984595279,5,23.11822180235112,685.857,in_progress,0.0
180,12.0,0.5187403478531603,2.019765930968995,-67.70122586499828,30.0,2.0,9,35.221099569949196,False,True,3.650531948393904,6,23.11822180235112,685.916,in_progress,0.0
180,13.0,0.5797935646110555,1.9320723816328738,-62.805056578399316,0.0,2.0,5,36.67949840187137,False,True,4.118334792243279,6,23.11822180235112,685.974,in_progress,0.0
180,14.0,0.6887381369479002,1.8069658599053549,-55.232776324103014,30.0,2.0,9,39.01244134610579,False,True,4.84574178845481,7,23.11822180235112,686.046,in_progress,0.0
180,15.0,0.7689426996618519,1.7294335713679705,-50.66533110592844,30.0,2.0,9,40.190125720764755,False,True,5.368518858114713,8,23.11822180235112,686.122,in_progress,0.0
180,16.0,0.8597865448986912,1.6548359855566888,-45.95144166018317,-15.0,1.5,2,39.979091489643814,False,True,5.95665463834301,9,23.11822180235112,686.188,in_progress,0.0
180,17.0,0.9737146860868144,1.5759725820336605,-40.55489914914064,-15.0,1.5,2,42.190011572568466,False,True,6.704801967336639,10,23.11822180235112,686.253,in_progress,0.0
180,18.0,1.0824657441668653,1.5170856039323635,-35.221244798908444,30.0,2.0,9,45.695475624638405,False,True,7.433185612434913,11,23.11822180235112,686.32,in_progress,0.0
180,19.0,1.2001250449317122,1.4651872723125838,-30.025363570658275,0.0,1.5,4,45.907266785838424,False,True,8.1998806893093,13,23.11822180235112,686.386,in_progress,0.0
